Step,PC,Prediction,Actual,Accuracy,Source
608,1003,-1,-1,0.7799671592775042,perceptron
609,1004,-1,-1,0.780327868852459,perceptron
610,2000,1,1,0.7806873977086743,loop
611,2000,1,1,0.7810457516339869,loop
612,2000,1,1,0.7814029363784666,loop
613,2000,-1,1,0.7801302931596091,loop
614,2000,-1,-1,0.7804878048780488,loop
615,2000,1,1,0.7808441558441559,loop
616,2000,1,1,0.7811993517017828,loop
617,2000,1,1,0.7815533980582524,loop
618,2000,-1,1,0.7802907915993538,loop
619,2000,-1,-1,0.7806451612903226,loop
620,2000,1,1,0.7809983896940419,loop
621,2000,1,1,0.7813504823151125,loop
622,2000,1,1,0.7817014446227929,loop
623,2000,-1,1,0.780448717948718,loop
624,2000,-1,-1,0.7808,loop
625,2000,1,1,0.7811501597444089,loop
626,2000,1,1,0.7814992025518341,loop
627,2000,1,1,0.7818471337579618,loop
628,2000,-1,1,0.78060413354531,loop
629,2000,-1,-1,0.780952380952381,loop
630,2000,1,1,0.7812995245641838,loop
631,2000,1,1,0.7816455696202531,loop
632,2000,1,1,0.7819905213270142,loop
633,2000,-1,1,0.7807570977917981,loop
634,2000,-1,-1,0.7811023622047244,loop
635,3000,1,1,0.7814465408805031,perceptron
636,3001,1,1,0.7817896389324961,perceptron
637,3002,1,1,0.7821316614420063,perceptron
638,3000,1,1,0.7824726134585289,perceptron
639,3001,1,1,0.7828125,perceptron
640,3002,1,1,0.7831513260530422,perceptron
641,3000,1,1,0.7834890965732088,perceptron
642,3001,1,1,0.7838258164852255,perceptron
643,3002,1,1,0.7841614906832298,perceptron
644,3000,1,1,0.7844961240310078,perceptron
645,4052,1,1,0.7848297213622291,perceptron
646,4042,1,-1,0.7836166924265843,perceptron
647,4080,-1,1,0.7824074074074074,perceptron
648,4055,1,1,0.7827426810477658,perceptron
649,4042,-1,-1,0.7830769230769231,perceptron
